ID,PATHWAYS,SECONDARY-METABOLISM,REACTANTS,PRODUCTS,REACTION-DIRECTION
RXN-11387,PWY-6494,False,"CPD1F-95, Red-NADPH-Hemoprotein-Reductases, OXYGEN-MOLECULE","CPD-12353, Ox-NADPH-Hemoprotein-Reductases, WATER",LEFT-TO-RIGHT
RXN-11087,PWY-6401,True,CPD-12033,"CPD-12037, WATER",LEFT-TO-RIGHT
AGMATINE-DEIMINASE-RXN,PWY-43,False,"WATER, AGMATHINE","AMMONIUM, CPD-597",LEFT-TO-RIGHT
RXN-9256,PWY-5865,False,CPD-9878,CPD-9886,LEFT-TO-RIGHT
RXN-6423,PWY-2,False,4-AMINO-BUTYRALDEHYDE,"CPD-6124, WATER",LEFT-TO-RIGHT
RXN-11911,PWY-5434,True,"CPD-12568, Red-NADPH-Hemoprotein-Reductases, OXYGEN-MOLECULE","CPD-8844, CPD-8847, Ox-NADPH-Hemoprotein-Reductases, WATER",LEFT-TO-RIGHT
RXN-14242,UNK,False,GERANYLGERANYL-PP,CPD-15177,LEFT-TO-RIGHT
2.7.7.64-RXN,UNK,False,"UTP, Sugar-1-Phosphate, PROTON","PPI, UDP-sugar",
RXN-15910,PWY-842,False,"MALTOSE, WATER",Glucopyranose,LEFT-TO-RIGHT
RXN-1064,PWY-321,False,"A-LIPID-HYDROPEROXIDE, 18-HYDROXYOLEATE","910-EPOXY-18-HYDROXYSTEARATE, Lipid-hydroxy-fatty-acids",LEFT-TO-RIGHT
RXN-13840,PWY-7150,True,"PROTON, NADPH, OXYGEN-MOLECULE, CPD-10510, CPD-10510, OXYGEN-MOLECULE, NADPH, PROTON","WATER, NADP, CPD-14853, NADP, WATER",LEFT-TO-RIGHT
RXN0-5180,PWYQT-4449,False,"FARNESYL-PP, DELTA3-ISOPENTENYL-PP","CPD0-1028, PPI",LEFT-TO-RIGHT
RXN-16593,MANNOSYL-CHITO-DOLICHOL-BIOSYNTHESIS,False,CPD-166,CPD-166,LEFT-TO-RIGHT
RXN-14919,PWY-7436,False,"S-ADENOSYLMETHIONINE, CPD-15839","PROTON, ADENOSYL-HOMO-CYS, ADENOSYL-HOMO-CYS, CPD-15837, PROTON",LEFT-TO-RIGHT
6.3.5.7-RXN,PWY-5921,False,"GLN, L-glutamyl-tRNAGln, ATP, WATER","GLT, Charged-GLN-tRNAs, Pi, ADP, PROTON",LEFT-TO-RIGHT
RXN-10481,PWY-6244,True,"CPD-4211, DELTA3-ISOPENTENYL-PP","PPI, CPD-11293",LEFT-TO-RIGHT
2.4.1.194-RXN,UNK,False,"CPD-12575, 4-hydroxybenzoate","PROTON, CPD-453, UDP",LEFT-TO-RIGHT
RXN-8522,PWY-5413,True,"CPD-8711, NADPH, OXYGEN-MOLECULE","CPD-8712, NADP, WATER",LEFT-TO-RIGHT
RXN-11044,UNK,False,L-SELENOCYSTEINE,SELENOMETHIONINE,
RXN-13503,PWY-7069,False,"CPD-6948, Red-NADPH-Hemoprotein-Reductases, OXYGEN-MOLECULE","CPD-14499, Ox-NADPH-Hemoprotein-Reductases, WATER",LEFT-TO-RIGHT
RXN-7598,PWY-5039,False,"S-ADENOSYLMETHIONINE, 7-METHYLXANTHINE","PROTON, 3-7-DIMETHYLXANTHINE, ADENOSYL-HOMO-CYS",LEFT-TO-RIGHT
RXN-7763,PWY-5107,False,"CPD-7025, Nucleoside-Triphosphates","PHYTYL-PYROPHOSPHATE, Nucleoside-Diphosphates",LEFT-TO-RIGHT
PHOSGLYPHOS-RXN,GLUCONEO-PWY,False,"G3P, ATP","DPG, ADP",LEFT-TO-RIGHT
RXN-13806,PWY-7138,False,"S-ADENOSYLMETHIONINE, S-TETRAHYDROBERBERINE","S-N-METHYLCANADINE, ADENOSYL-HOMO-CYS",LEFT-TO-RIGHT
RXN-18031,UNK,False,H2CO3,"HCO3, PROTON",LEFT-TO-RIGHT
1.5.1.9-RXN,PWYQT-1,False,"WATER, NAD, SACCHAROPINE","GLT, ALLYSINE, NADH, PROTON",LEFT-TO-RIGHT
RXN-7946,PWY-5174,True,CPD1F-133,CAPSORUBIN,LEFT-TO-RIGHT
RXN-11220,PWY-6432,True,"PROTON, P-COUMAROYL-COA, MALONYL-COA","CPD-12184, CO-A, CARBON-DIOXIDE",LEFT-TO-RIGHT
RXN18C3-24,PWY18C3-8,True,"SUCROSE, ISOBUTYRYL-COA","CPD-19017, CO-A",LEFT-TO-RIGHT
PANTOATE-BETA-ALANINE-LIG-RXN,PWY-4221ARA,False,"B-ALANINE, L-PANTOATE, ATP","PROTON, PANTOTHENATE, PPI, AMP",LEFT-TO-RIGHT
RXN-8629,GLYCLEAV-PWY,False,"DIHYDROLIPOYL-GCVH, NAD","PROTEIN-LIPOYLLYSINE, NADH, PROTON",LEFT-TO-RIGHT
RXN-11660,PWY-7468,False,"BENZOATE, CPD-12575","CPD-12630, UDP",LEFT-TO-RIGHT
RXN-14181,PWY-7204,False,"WATER, PYRIDOXINE-5P, PYRIDOXINE-5P, WATER","Pi, PYRIDOXINE, PYRIDOXINE, Pi",LEFT-TO-RIGHT
RXN-9553,PWY-5367,False,R-3-hydroxypetroselinoyl-ACPs,"Petrosel-2-enoyl-ACPs, WATER",LEFT-TO-RIGHT
PIPERIDINE-N-PIPEROYLTRANSFERASE-RXN,PWY-5752,True,"PIPERIDINE, EE-PIPEROYL-COA","PROTON, N-EE-PIPEROYL-PIPERIDINE, CO-A",LEFT-TO-RIGHT
RXN-12208,PWY-6738,True,4-METHYL-MYO-INOSITOL,CPD-8046,LEFT-TO-RIGHT
RXN-12597,PWY-6887,True,"CPD-13539, OXYGEN-MOLECULE","CPD-13541, WATER",LEFT-TO-RIGHT
RXN-8564,UNK,False,GERANYL-PP,"CPD-8755, CPD-8755, PPI",LEFT-TO-RIGHT
RXN-8925,PWY-5710,False,"VANILLIN, Aminated-Amine-Donors","CPD-9327, Deaminated-Amine-Donors",LEFT-TO-RIGHT
TETRAACYLDISACC4KIN-RXN,NAGLIPASYN-PWY,False,"ATP, BISOHMYR-GLC, ATP","PROTON, LIPID-IV-A, ADP",LEFT-TO-RIGHT
THREDEHYD-RXN,UNK,False,THR,"2-OXOBUTANOATE, AMMONIUM",LEFT-TO-RIGHT
PHOSPHASERDECARB-RXN,PHOSLIPSYN2-PWY,False,"L-1-PHOSPHATIDYL-SERINE, PROTON","L-1-PHOSPHATIDYL-ETHANOLAMINE, CARBON-DIOXIDE",LEFT-TO-RIGHT
RXN-20084,UNK,False,"GLT, NADP, WATER","AMMONIA, 2-KETOGLUTARATE, NADPH, PROTON",RIGHT-TO-LEFT
RXN18C3-8,PWY18C3-3,False,"CPD-17697, NADP","CPD-22265, NADPH, PROTON",RIGHT-TO-LEFT
RXN-9284,PWY-5871,False,"PROTON, CPD-9898","CPD-9866, CARBON-DIOXIDE",LEFT-TO-RIGHT
RXN0-5462,UNK,False,"GTP, WATER","PROTON, GDP, Pi",LEFT-TO-RIGHT
NADH-KINASE-RXN,PWY-5083,False,"NADH, ATP","PROTON, NADPH, ADP",LEFT-TO-RIGHT
RXN-1381,PHOSLIPSYN2-PWY,False,"ACYL-COA, GLYCEROL-3P","ACYL-SN-GLYCEROL-3P, CO-A",LEFT-TO-RIGHT
RXN-13903,PWY-7157,False,"S-ADENOSYLMETHIONINE, CPD-14907","PROTON, ADENOSYL-HOMO-CYS, CPD-14910, ADENOSYL-HOMO-CYS, PROTON",LEFT-TO-RIGHT
RXNQT-4394,UNK,False,"CPDQT-516, GLYCEROL-3P","CMP, CPDQT-521, PROTON",
RXN-13025,UNK,False,"CPD-14052, PROTON","CPDQT-405, WATER, CARBON-DIOXIDE",
TRANS-RXN-229,PWY-7060,False,L-ORNITHINE,L-ORNITHINE,LEFT-TO-RIGHT
MALTODEXGLUCOSID-RXN,UNK,False,"1-4-alpha-D-Glucan, WATER, WATER, 1-4-alpha-D-Glucan","1-4-alpha-D-Glucan, Glucopyranose",LEFT-TO-RIGHT
RXN-947,PWY-5949,False,"CPD1F-95, 2-KETOGLUTARATE, OXYGEN-MOLECULE","CPD-475, SUC, CARBON-DIOXIDE",LEFT-TO-RIGHT
RXN-13047,PWY-6991,True,"--bornyl-diphosphate, WATER","CPD-1908, PPI",LEFT-TO-RIGHT
RXN-11544,PWY-6552,False,"1-3-7-TRIMETHYLXANTHINE, Demethylated-methyl-acceptors","CPD-12479, Methylated-methyl-acceptors",LEFT-TO-RIGHT
RXN-8231,PWY-5307,True,"CPD-12575, CPD-7139","PROTON, CPD-7966, UDP",LEFT-TO-RIGHT
RXN-18344,UNK,False,"CPD-19721, Red-NADPH-Hemoprotein-Reductases","BILIVERDINE, FE+2, Ox-NADPH-Hemoprotein-Reductases",LEFT-TO-RIGHT
RXN-14334,UNK,False,"CPD-13368, OXYGEN-MOLECULE","CPD-7204, CPD-7202",LEFT-TO-RIGHT
RXN-8616,PWY-5434,True,"FARNESYL-PP, WATER","CPD-12568, PPI",LEFT-TO-RIGHT
RXN-16380,PWY-5989,False,"STEARIC_ACID, CO-A, ATP","STEAROYL-COA, AMP, PPI",LEFT-TO-RIGHT
RXN18C3-55,PWY18C3-21,False,"UDP-D-XYLOSE, CPD-19195","CPD-14737, UDP, PROTON",LEFT-TO-RIGHT
RXN-12870,UNK,False,CPD-334,CPD-13913,LEFT-TO-RIGHT
RXN-16360,PWY-7630,False,"CPD-8912, Red-NADPH-Hemoprotein-Reductases, OXYGEN-MOLECULE","CPD-17597, Ox-NADPH-Hemoprotein-Reductases, WATER",LEFT-TO-RIGHT
RXN-13970,PWY-7256,True,"CPD1F-766, CPD1F-766, CPD-15006","CPD-7138, VANILLATE",LEFT-TO-RIGHT
RXN-698,PWY-695,True,"CPD-7424, OXYGEN-MOLECULE","CPD-7279, CPD1F-4",LEFT-TO-RIGHT
RXN-12683,PWY-7066,False,"CPD-13668, OXYGEN-MOLECULE, Red-NADPH-Hemoprotein-Reductases","CPD-13669, WATER, Ox-NADPH-Hemoprotein-Reductases",LEFT-TO-RIGHT
2-DEHYDROPANTOATE-REDUCT-RXN,PANTO-PWY,False,"L-PANTOATE, NADP","PROTON, 2-DEHYDROPANTOATE, NADPH",RIGHT-TO-LEFT
GLUTAMATE-DEHYDROGENASE-RXN,GLUTAMATE-DEG1-PWY,False,"WATER, NAD, GLT","2-KETOGLUTARATE, AMMONIUM, NADH, PROTON",LEFT-TO-RIGHT
RXN-9007,PWY-5756,False,"CPD-12575, CPD-9464","PROTON, CPD-9467, UDP",LEFT-TO-RIGHT
RXN-4318,UNK,False,"CPD-4208, WATER","D-Ribofuranose, CPD-4210",
CYTOCHROME-B5-REDUCTASE-RXN,UNK,False,"NADH, FERRICYTOCHROME-B5, FERRICYTOCHROME-B5, NADH","PROTON, NAD, FERROCYTOCHROME-B5, FERROCYTOCHROME-B5, NAD, PROTON",
RXN-7692,UNK,False,"PROTON, 2K-4CH3-PENTANOATE","CPD-7031, CARBON-DIOXIDE",LEFT-TO-RIGHT
RXN-8537,PWY-5422,True,CPD-8727,"CPD-8728, WATER",LEFT-TO-RIGHT
FLAVONADPREDUCT-RXN,UNK,False,"Reduced-flavodoxins, NADP","Oxidized-flavodoxins, NADPH, PROTON",LEFT-TO-RIGHT
RXN-7486,PWY-5002,True,"PROTON, CPD-6882, NADPH, OXYGEN-MOLECULE","CPD-6885, NADP, WATER",LEFT-TO-RIGHT
RXN-7893,UNK,False,"OXYGEN-MOLECULE, CPD-7424, CPD-7424, OXYGEN-MOLECULE","CPD-7201, CPD-7197",LEFT-TO-RIGHT
RXN-5985,UNK,False,CPD-5662,"PROTON, BIOTIN",
TRANS-RXN-373,PWY-7117,False,L-ASPARTATE,L-ASPARTATE,LEFT-TO-RIGHT
RXNQT-4352,PWYQT-4476,False,"CPD-19511, WATER","CPDQT-428, PROTON",LEFT-TO-RIGHT
RXN-13952,PWY-7168,True,"P-COUMAROYL-COA, CPD-14976, P-COUMAROYL-COA","CO-A, CPD-14982, CO-A",LEFT-TO-RIGHT
RXN-9661,PWY-5971,False,"Dodecanoyl-ACPs, NAD","Dodec-2-enoyl-ACPs, NADH, PROTON",RIGHT-TO-LEFT
RXN-1404,PWY-7204,False,"INDOLEYL-CPD, WATER","AMMONIUM, INDOLE_ACETATE_AUXIN",LEFT-TO-RIGHT
RXN-7792,PWY-5129,False,"CPD-13612, ACYL-COA","CPD3DJ-82, CO-A, PROTON",LEFT-TO-RIGHT
CARBOXYLESTERASE-RXN,UNK,False,"WATER, Carboxylic-esters, Carboxylic-esters, WATER","PROTON, Carboxylates, Alcohols, Alcohols, Carboxylates, PROTON",LEFT-TO-RIGHT
RXN-10439,PWY-6220,True,"Jasmonic-Acids, CPD-68, ATP","Jasmonoyl-ACCs, AMP, PPI, PROTON",LEFT-TO-RIGHT
RXN-15517,UNK,False,CPD-13248,CPD-7561,LEFT-TO-RIGHT
RXN-8415,PWY-6275,False,FARNESYL-PP,"CPD-8233, PPI",LEFT-TO-RIGHT
RXN-718,PWY-4562,False,"CPD-719, Acceptor","CPD-718, Donor-H2",RIGHT-TO-LEFT
RXN-14990,PWY-7398,True,"TYR, OXYGEN-MOLECULE, FADH2","L-DIHYDROXY-PHENYLALANINE, WATER, FAD, PROTON",LEFT-TO-RIGHT
RXN-8219,PWY-5301,True,"S-ADENOSYLMETHIONINE, 17-O-ACETYLNORAJMALINE","CPD-8898, ADENOSYL-HOMO-CYS, PROTON",LEFT-TO-RIGHT
HYDROXYMANDELONITRILE-LYASE-RXN,PWY-5976,False,CPD-648,"4-HYDROXYBENZALDEHYDE, HCN",LEFT-TO-RIGHT
1.14.13.93-RXN,PWY-5271,False,"CPD-693, Red-NADPH-Hemoprotein-Reductases, OXYGEN-MOLECULE","CPD-7234, Ox-NADPH-Hemoprotein-Reductases, WATER",LEFT-TO-RIGHT
4-NITROPHENYLPHOSPHATASE-RXN,UNK,False,"CPD-194, WATER","Pi, P-NITROPHENOL, PROTON",LEFT-TO-RIGHT
RXN-16097,PWY-6598,False,"CPD-12646, NADP","CPD-17348, NADPH, PROTON",RIGHT-TO-LEFT
ARYLFORMAMIDASE-RXN,PWY-5651,False,"N-FORMYLKYNURENINE, WATER","CPD-14736, FORMATE, PROTON",LEFT-TO-RIGHT
RXN-9719,PWY-6027,False,"PROTON, CONIFERYL-ALCOHOL, CPD-9329","CPD-10356, WATER",LEFT-TO-RIGHT
RXN-17688,PWY-7053,False,"CPD-17282, CO-A","CPD-14018, Glycerolipids",LEFT-TO-RIGHT
PSERPHOSPHA-RXN,UNK,False,"PROTON, WATER, Phosphoserines, Phosphoserines, WATER, PROTON","Pi, Serines, Serines, Pi",LEFT-TO-RIGHT
RXN-1104,PWY-7498,False,"S-ADENOSYLMETHIONINE, CPD-676","PROTON, FERULIC-ACID, ADENOSYL-HOMO-CYS",LEFT-TO-RIGHT
RXN-11949,PWY-6663,False,"NAD, CPD-12919, NAD","CARBON-DIOXIDE, NADH, CPD-12920, NADH, CARBON-DIOXIDE",LEFT-TO-RIGHT
RXN-4208,UNK,False,"CPD-4124, Demethylated-methyl-acceptors","CPD-4125, Methylated-methyl-acceptors",
RXN-9072,PWY-5780,True,"CPD-9558, OXYGEN-MOLECULE, Donor-H2","CPD-9561, WATER, Acceptor, PROTON",LEFT-TO-RIGHT
RXN-15509,UNK,False,"Protein-Histidines, 23-DIPHOSPHOGLYCERATE","Protein-pi-phospho-L-histidines, CPD-16758",LEFT-TO-RIGHT
RXN-7652,PWY-6787,False,"NARINGENIN-CMPD, OXYGEN-MOLECULE, Red-NADPH-Hemoprotein-Reductases","CPD-6994, Ox-NADPH-Hemoprotein-Reductases, WATER, PROTON",LEFT-TO-RIGHT
RXN-9048,PWY-5773,False,"CPD-9525, Acceptor","Donor-H2, CPD-9526",LEFT-TO-RIGHT
RXN-13598,PWY-7095,True,"CPD-14592, CPD-12575","CPD-14593, UDP, PROTON",LEFT-TO-RIGHT
RXN-8566,PWY-5425,False,FARNESYL-PP,"CPD-8758, PPI",LEFT-TO-RIGHT
GUANYL-KIN-RXN,PWY-7221,False,"ATP, GMP, GMP, ATP","ADP, GDP, GDP, ADP",LEFT-TO-RIGHT
RXN-1406,PWY-6602,True,"N-HYDROXYL-TRYPTAMINE, Acceptor","INDOLE-3-ACETALDOXIME, Donor-H2",LEFT-TO-RIGHT
RXN-8366,PWY-782,False,"CPD-8165, OXYGEN-MOLECULE, Reduced-ferredoxins, PROTON","CPD-8167, WATER, Oxidized-ferredoxins",LEFT-TO-RIGHT
RXN-6382,PWY-3981,False,"CPD-6082, NAD-P-OR-NOP, WATER","B-ALANINE, NADH-P-OR-NOP, PROTON",LEFT-TO-RIGHT
RXN-11272,PWY-6443,False,"CPD-6443, WATER","PROTON, BENZOATE, BENZYL-ALCOHOL",LEFT-TO-RIGHT
RXN-10453,UNK,False,"PAPS, 11-Hydroxyjasmonates","3-5-ADP, CPD-11256, PROTON",LEFT-TO-RIGHT
RXN-15280,PWY-6585,False,"3-oxo-myristoyl-ACPs, WATER","CPD-14242, ACP, PROTON",LEFT-TO-RIGHT
RXN-12139,PWY-6710,False,"LINOLENIC_ACID, Red-NADPH-Hemoprotein-Reductases, OXYGEN-MOLECULE","CPD-13091, Ox-NADPH-Hemoprotein-Reductases, WATER",LEFT-TO-RIGHT
RXN-14072,PWY-7186,False,CPD-15076,SCOPOLETIN,LEFT-TO-RIGHT
RXN-12137,PWY-6710,False,"LINOLENIC_ACID, OXYGEN-MOLECULE, Red-NADPH-Hemoprotein-Reductases","CPD-13089, Ox-NADPH-Hemoprotein-Reductases, WATER",LEFT-TO-RIGHT
4.6.1.11-RXN,PWY-5828,False,FARNESYL-PP,"CPD-1722, PPI",LEFT-TO-RIGHT
FAD-PYROPHOSPHATASE-RXN,UNK,False,"FAD, WATER, WATER, FAD","AMP, FMN, PROTON, PROTON, FMN, AMP",
ACP-S-ACETYLTRANSFER-RXN,UNK,False,"ACETYL-COA, ACP","CO-A, ACETYL-ACP",
RXN-12026,PWY-6684,False,CPD-13006,"CPD-65, SULFATE",LEFT-TO-RIGHT
RXN-15281,PWY-6585,False,"3-oxo-dodecanoyl-ACPs, WATER","3-OXODODECANOATE, ACP, PROTON",LEFT-TO-RIGHT
RXN1F-163,PWY-5052,True,"CPD1F-97, OXYGEN-MOLECULE, 2-KETOGLUTARATE","CPD1F-120, WATER, CARBON-DIOXIDE, SUC",LEFT-TO-RIGHT
RXN-18138,PWY-7826,False,"CPD-19444, NADP","CPD-19434, NADPH, PROTON",RIGHT-TO-LEFT
RXN-19693,PWY-6005,False,"CPD-10285, OXYGEN-MOLECULE, Red-NADPH-Hemoprotein-Reductases","CPD-21325, Ox-NADPH-Hemoprotein-Reductases, WATER",LEFT-TO-RIGHT
2.6.1.64-RXN,UNK,False,"GLN, PHENYL-PYRUVATE, PHENYL-PYRUVATE, GLN","2-KETO-GLUTARAMATE, PHE, PHE, 2-KETO-GLUTARAMATE",LEFT-TO-RIGHT
SCOPOLETIN-GLUCOSYLTRANSFERASE-RXN,PWY-7186,False,"CPD-12575, SCOPOLETIN","PROTON, SCOPOLIN, UDP",LEFT-TO-RIGHT
RXNQT-4143,PWYQT-4432,False,"GLUTATHIONE, WATER","CYS-GLY, GLT",LEFT-TO-RIGHT
GART-RXN,PWY-6121,False,"FORMYL-THF-GLU-N, 5-PHOSPHO-RIBOSYL-GLYCINEAMIDE","THF-GLU-N, 5-P-RIBOSYL-N-FORMYLGLYCINEAMIDE, PROTON",LEFT-TO-RIGHT
INORGPYROPHOSPHAT-RXN,UNK,False,"WATER, PPI","PROTON, Pi",LEFT-TO-RIGHT
RXN-7183,UNK,False,"WATER, NAD-P-OR-NOP, L-DELTA1-PYRROLINE_5-CARBOXYLATE, L-DELTA1-PYRROLINE_5-CARBOXYLATE, NAD-P-OR-NOP, WATER","PROTON, NADH-P-OR-NOP, GLT, GLT, NADH-P-OR-NOP, PROTON",
RXN-15321,PWY-7449,True,"CPD-15012, CPD-12575","CPD-14999, UDP, PROTON",LEFT-TO-RIGHT
RXN-8197,PWY-5290,True,"GERANIOL, OXYGEN-MOLECULE, Red-NADPH-Hemoprotein-Reductases","CPD-7857, Ox-NADPH-Hemoprotein-Reductases, WATER",LEFT-TO-RIGHT
ARGININE-DEIMINASE-RXN,PWY4LZ-81,False,"WATER, ARG","AMMONIUM, L-CITRULLINE",LEFT-TO-RIGHT
RXN-7775,PWY-6787,False,"CPD-6994, OXYGEN-MOLECULE, 2-KETOGLUTARATE","CPD-474, CARBON-DIOXIDE, SUC",LEFT-TO-RIGHT
RXNQT-4310,PWYQT-4472,True,"CPDQT-404, OXYGEN-MOLECULE, Red-NADPH-Hemoprotein-Reductases","WATER, CARBON-DIOXIDE, Ox-NADPH-Hemoprotein-Reductases, CPDQT-343",LEFT-TO-RIGHT
RXN-7788,PWY-2981,True,ENT-COPALYL-DIPHOSPHATE,"CPD-7097, PPI",LEFT-TO-RIGHT
RXN-11384,PWY-6477,False,"S-ADENOSYLMETHIONINE, CPD-6224","CPD-12350, ADENOSYL-HOMO-CYS",LEFT-TO-RIGHT
RXN-714,PWY-3097,False,"CPD-711, Acceptor","CPD-713, Donor-H2",LEFT-TO-RIGHT
RXN-11621,PWY-6575,True,"CPD-12586, OXYGEN-MOLECULE, Red-NADPH-Hemoprotein-Reductases","CPD-8838, Ox-NADPH-Hemoprotein-Reductases, WATER",LEFT-TO-RIGHT
RXN-9154,PWY-5822,False,"CPD-12575, CPD-9673","PROTON, CPD-9676, UDP",LEFT-TO-RIGHT
P-PANTOCYSLIG-RXN,COA-PWY,False,"4-P-PANTOTHENATE, CYS, CTP","PROTON, R-4-PHOSPHOPANTOTHENOYL-L-CYSTEINE, PPI, CMP",LEFT-TO-RIGHT
RXN-13800,PWY-6010,True,"APIGENIN-7-O-BETA-D-GLUCOSIDE, CPD-12575","CPD-14824, UDP, PROTON",LEFT-TO-RIGHT
KYNURENINE-3-MONOOXYGENASE-RXN,PWY-5651,False,"CPD-14736, OXYGEN-MOLECULE, NADPH, PROTON","3-HYDROXY-L-KYNURENINE, WATER, NADP",LEFT-TO-RIGHT
RXN-8542,UNK,False,FARNESYL-PP,"CPD-8731, PPI",LEFT-TO-RIGHT
RXN-2081,PWY-1061,False,"S-ADENOSYLMETHIONINE, 1-4-alpha-D-galacturonosyl","Methyl-esterified-homogalacturonan, ADENOSYL-HOMO-CYS, PROTON",LEFT-TO-RIGHT
RXN-18735,PWY-6436,False,"CPD-261, OXYGEN-MOLECULE, Red-NADPH-Hemoprotein-Reductases","CPD-20030, WATER, Ox-NADPH-Hemoprotein-Reductases",LEFT-TO-RIGHT
RXN-9516,PWY-5971,False,"Butanoyl-ACPs, MALONYL-ACP, PROTON","3-oxo-hexanoyl-ACPs, CARBON-DIOXIDE, ACP",LEFT-TO-RIGHT
RXN-11657,PWY-5787,False,"CPD-12620, OXYGEN-MOLECULE","CPD-9598, WATER",LEFT-TO-RIGHT
RXN-13985,PWY-7172,True,"PROTON, P-COUMAROYL-COA, CPD1F-437, CPD1F-437, P-COUMAROYL-COA, PROTON","CO-A, CPD-14978, CO-A",LEFT-TO-RIGHT
RXN-4803,PWY-2921,True,"CPD-4663, OXYGEN-MOLECULE, Red-NADPH-Hemoprotein-Reductases","CPD-4661, WATER, Ox-NADPH-Hemoprotein-Reductases",LEFT-TO-RIGHT
RXNQT-4172,PWYQT-4450,True,"CPDQT-29, ACETYL-COA, WATER","PROTON, CPDQT-34, CO-A",LEFT-TO-RIGHT
ARGININE-2-MONOOXYGENASE-RXN,UNK,False,"ARG, OXYGEN-MOLECULE","WATER, CARBON-DIOXIDE, 4-GUANIDO-BUTYRAMIDE",LEFT-TO-RIGHT
RXN-7771,PWY-5115,False,GDP-MANNOSE,CPD-7078,LEFT-TO-RIGHT
2.5.1.45-RXN,PWY-5907,False,"PUTRESCINE, SPERMIDINE","CPD-313, CPD-1821",LEFT-TO-RIGHT
RXN-10868,UNK,False,"PAPS, CPDQT-326, PAPS","3-5-ADP, 28-Homobrassinosteroid-Sulfates, 28-Homobrassinosteroid-Sulfates, 3-5-ADP",LEFT-TO-RIGHT
RXN-8058,PWY-5195,True,"CPD-7560, OXYGEN-MOLECULE, PROTON","CPD-7561, WATER",LEFT-TO-RIGHT
RXN-8470,PWY-5397,True,"CPD-21154, Acceptor, WATER","CPD-8662, Donor-H2, PROTON",LEFT-TO-RIGHT
RXN-1803,PWY-822,False,SUCROSE,"6-KESTOSE, Glucopyranose",LEFT-TO-RIGHT
RXN-15386,PWY-7473,False,"CPD-16621, Red-NADPH-Hemoprotein-Reductases, OXYGEN-MOLECULE","CPD-16622, Ox-NADPH-Hemoprotein-Reductases, WATER",LEFT-TO-RIGHT
GLYCEROL-1-PHOSPHATASE-RXN,UNK,False,"WATER, Glycerol-1-phosphate, Glycerol-1-phosphate, WATER","Pi, GLYCEROL, GLYCEROL, Pi",LEFT-TO-RIGHT
RXN-14396,UNK,False,HYDROXYMETHYLBILANE,"CPD-11444, WATER",LEFT-TO-RIGHT
RXN-20080,PWY490-4,False,"ATP, L-aspartyl-tRNAAsn","ADP, 4-Phosphooxy-L-aspartyl-tRNAAsn",LEFT-TO-RIGHT
RXN-8228,PWY-5307,True,"CPD-12575, CPD-7117","CPD-7139, UDP",LEFT-TO-RIGHT
YEAST-SQUALENE-RXN,UNK,False,"NADPH, FARNESYL-PP, FARNESYL-PP, NADPH","NADP, PPI, SQUALENE, SQUALENE, PPI, NADP",
RXN-16367,PWY-7632,True,CPD-17610,"CPD-17604, CARBON-DIOXIDE",LEFT-TO-RIGHT
RXN-10734,PWY-6312,True,"PROTON, MALONYL-COA","CPD-11555, CO-A, CARBON-DIOXIDE, WATER",LEFT-TO-RIGHT
RXN-16102,PWY-7053,False,"CPD-14426, Glycerolipids","CPD-17354, CO-A",LEFT-TO-RIGHT
RXN-11221,PWY-6432,True,"PROTON, FERULOYL-COA, MALONYL-COA","CPD-12180, CO-A, CARBON-DIOXIDE",LEFT-TO-RIGHT
RXN-10770,UNK,False,"WATER, ADP-D-GLUCOSE, ADP-D-GLUCOSE, WATER","PROTON, GLC-1-P, AMP, AMP, GLC-1-P, PROTON",
RXN0-6490,UNK,False,"OROTATE, PROTON, E-",DI-H-OROTATE,LEFT-TO-RIGHT
RXN-8201,PWY-5292,True,"VINDOLINE, CPD-7859, HYDROGEN-PEROXIDE","CPD-21576, WATER",LEFT-TO-RIGHT
RXN-11061,PWY-6933,False,"S-ADENOSYLMETHIONINE, L-SELENOCYSTEINE","CPD-12024, ADENOSYL-HOMO-CYS, PROTON",LEFT-TO-RIGHT
METHIONINE-S-METHYLTRANSFERASE-RXN,PWY-6055,False,"S-ADENOSYLMETHIONINE, MET","ADENOSYL-HOMO-CYS, CPD-397",LEFT-TO-RIGHT
TRANS-RXN-323,PWY-6902,False,Chitodextrins,Chitodextrins,LEFT-TO-RIGHT
RXN-12879,UNK,False,"CPD-11534, OXYGEN-MOLECULE, Red-NADPH-Hemoprotein-Reductases","CPD-20323, WATER, Ox-NADPH-Hemoprotein-Reductases",LEFT-TO-RIGHT
RXN-18128,PWY-7826,False,"CPD-19421, OXYGEN-MOLECULE, Red-NADPH-Hemoprotein-Reductases","CPD-19436, Ox-NADPH-Hemoprotein-Reductases, WATER",LEFT-TO-RIGHT
RXNIO2-3,PWYIO2-3,False,"CPD-8289, Donor-H2, OXYGEN-MOLECULE","CPD-8290, Acceptor, WATER",LEFT-TO-RIGHT
RXN-10940,PWY-4781,False,"MI-HEXAKISPHOSPHATE, WATER","MI-PENTAKISPHOSPHATE, Pi",LEFT-TO-RIGHT
RXN-8491,PWY-5405,True,"L-DIHYDROXY-PHENYLALANINE, CPD-8651","PROTON, CPD-8671, WATER",LEFT-TO-RIGHT
